log_id,timestamp,user_id,department,task_type,status,duration_sec,host,long_task,is_failed,hour,day
31c3250a-6bfe-4367-833d-cc9169c13f87,2025-06-13 04:31:09.472248,user_017,Rendering,review,in_progress,922.03,render-node-9,False,False,4,2025-06-13
a8db493c-b73d-4707-b2c8-581c4f405b85,2025-06-11 12:26:09.472265,user_025,Modeling,review,failed,1466.28,render-node-14,False,True,12,2025-06-11
5827a278-ca77-42f8-a834-7c2185b790ee,2025-06-15 02:39:09.472282,user_039,Rigging,simulation,completed,1544.17,render-node-3,False,False,2,2025-06-15
6576a115-70fa-4d2f-9154-ab0b78fbc1b7,2025-06-14 22:11:09.472297,user_035,Lighting,upload,failed,1781.64,render-node-12,False,True,22,2025-06-14
a9c41c0e-27ed-426a-9b05-d7d5aee200d3,2025-06-10 18:46:09.472313,user_049,FX,publish,completed,2945.91,render-node-16,False,False,18,2025-06-10
63443d0d-28cd-435c-aca2-2c5372514938,2025-06-15 05:12:09.472331,user_017,Lighting,simulation,failed,3527.46,render-node-15,False,True,5,2025-06-15
513df264-eb3f-421a-8c66-c897855bc37d,2025-06-11 12:19:09.472369,user_032,FX,simulation,queued,678.27,render-node-8,False,False,12,2025-06-11
800bb7bd-ffda-4861-ba9f-f5d598ae2d31,2025-06-16 01:46:09.472386,user_006,Animation,render,in_progress,3970.66,render-node-13,False,False,1,2025-06-16
0fd49001-5637-4fbb-8f7d-9cd61a38fcfe,2025-06-16 09:28:09.472404,user_008,Animation,review,in_progress,4680.73,render-node-13,False,False,9,2025-06-16
043e9205-e8ec-4de1-b8d1-a1d99841c182,2025-06-12 07:07:09.472421,user_018,FX,upload,in_progress,1005.54,render-node-18,False,False,7,2025-06-12
89942e8d-6f69-4d16-b246-d4eb98415686,2025-06-16 19:05:09.472458,user_048,Rendering,review,failed,2532.52,render-node-16,False,True,19,2025-06-16
dab595b1-50df-4fde-8e0a-f5af3f203948,2025-06-16 12:53:09.472477,user_042,Rigging,publish,in_progress,4189.89,render-node-4,False,False,12,2025-06-16
f439d408-3511-4776-9fab-9bf90ea5522e,2025-06-14 17:34:09.472495,user_035,Rendering,review,queued,1802.83,render-node-10,False,False,17,2025-06-14
a86438b2-f484-41ae-a590-c5921a667b21,2025-06-16 01:37:09.472512,user_025,Compositing,publish,queued,4767.78,render-node-11,False,False,1,2025-06-16
ab7878b5-fe72-4aae-912e-624e5b4514e1,2025-06-10 07:10:09.472545,user_019,Compositing,render,completed,338.52,render-node-5,False,False,7,2025-06-10
ffd21795-c349-4816-8890-26e477327930,2025-06-16 08:16:09.472588,user_044,FX,review,in_progress,3630.27,render-node-4,False,False,8,2025-06-16
0b85c7ff-2173-4630-aa95-60b0db16fe1a,2025-06-14 02:56:09.472609,user_020,Layout,review,queued,1004.55,render-node-1,False,False,2,2025-06-14
5c214e68-ba8e-473d-9306-110fe13665b5,2025-06-12 16:58:09.472627,user_026,Rendering,review,in_progress,3706.76,render-node-17,False,False,16,2025-06-12
34cdf84e-9c19-4ad5-ad0d-64e11b343402,2025-06-15 15:00:09.472644,user_010,FX,upload,failed,2356.66,render-node-11,False,True,15,2025-06-15
0500e3e3-80bf-40ee-8d5d-28453ebc3843,2025-06-16 05:37:09.472662,user_038,Layout,upload,in_progress,1608.62,render-node-4,False,False,5,2025-06-16
cabeca5e-4a50-417d-a054-eb717976b28d,2025-06-15 04:28:09.472680,user_043,Animation,publish,in_progress,3268.6,render-node-20,False,False,4,2025-06-15
7a87719a-e71f-4b8e-a0bf-29deb1641339,2025-06-13 08:13:09.472697,user_013,Layout,review,queued,107.93,render-node-15,False,False,8,2025-06-13
b2573083-2627-4cbc-a0ee-46bf3e5a2469,2025-06-11 21:11:09.472715,user_045,Compositing,render,in_progress,687.59,render-node-9,False,False,21,2025-06-11
e601c12c-9f57-400c-84db-78f5d4758132,2025-06-10 08:33:09.472733,user_022,FX,render,queued,3340.4,render-node-1,False,False,8,2025-06-10
189eccdb-2302-4ff2-9648-fd45285adc87,2025-06-10 08:21:09.472760,user_002,Modeling,publish,queued,3382.41,render-node-8,False,False,8,2025-06-10
8118078d-b278-4593-8dfa-4dc5c8535a60,2025-06-13 04:13:09.472779,user_039,Rigging,publish,queued,4935.57,render-node-16,False,False,4,2025-06-13
6525e635-1afa-4e6d-9a63-db2c24aa512e,2025-06-13 08:41:09.472798,user_045,FX,upload,queued,1743.33,render-node-1,False,False,8,2025-06-13
27cf9001-29ec-4349-9776-d5e5ea8e2c50,2025-06-12 05:17:09.472818,user_039,Layout,upload,queued,4053.83,render-node-17,False,False,5,2025-06-12
0be3016b-1c82-45a8-bfbf-22655428db19,2025-06-12 06:47:09.472838,user_008,FX,upload,failed,1931.31,render-node-12,False,True,6,2025-06-12
26ef9bfd-eed7-444d-a77e-daaff45e2ba1,2025-06-10 15:18:09.472854,user_045,Rendering,render,in_progress,4051.52,render-node-3,False,False,15,2025-06-10
da4311a5-fa96-4a48-a2c6-1dfeb36c6bf1,2025-06-14 12:35:09.472866,user_032,FX,review,in_progress,3662.1,render-node-12,False,False,12,2025-06-14
9d6f1d7a-3ad7-4a39-91ee-4e1302464450,2025-06-10 04:09:09.473001,user_007,FX,upload,completed,3335.57,render-node-7,False,False,4,2025-06-10
ca3e5e84-72e3-4c53-a05a-c3389645333e,2025-06-13 05:41:09.473016,user_001,Lighting,review,failed,3604.62,render-node-18,False,True,5,2025-06-13
2a0a90e5-9b65-417e-aac5-95f5df691c7e,2025-06-15 09:26:09.473029,user_006,Lighting,upload,completed,857.5,render-node-13,False,False,9,2025-06-15
,2025-06-13 17:52:09.473041,user_036,Modeling,render,failed,3960.46,render-node-5,False,True,17,2025-06-13
4030dd33-2368-4ca9-b267-066b17dc9020,2025-06-14 22:29:09.473085,user_037,Rendering,upload,in_progress,4964.16,render-node-1,False,False,22,2025-06-14
52894673-89b8-4bb2-98c9-bbf899bbf33f,2025-06-11 18:53:09.473096,user_026,Layout,review,queued,2574.74,render-node-20,False,False,18,2025-06-11
a26924a8-2f57-4a4b-8539-f1a30e51518e,2025-06-13 14:47:09.473107,user_013,Modeling,publish,failed,1026.02,render-node-14,False,True,14,2025-06-13
8878f326-ea7a-4a51-b4f6-ae0b9ad9e3d1,2025-06-11 21:03:09.473118,user_020,Layout,publish,completed,4389.72,render-node-2,False,False,21,2025-06-11
586f6497-f125-48ec-9440-020ea445aba1,2025-06-11 22:31:09.473129,user_050,Lighting,simulation,in_progress,490.96,render-node-14,False,False,22,2025-06-11
224ff3f7-5971-467c-b75a-31c66a050565,2025-06-16 02:53:09.473140,user_031,Rigging,review,queued,4282.2,render-node-11,False,False,2,2025-06-16
5ae3e3af-8550-42c2-96ed-95350d53b403,2025-06-10 22:21:09.473150,user_024,Rendering,publish,failed,3723.86,render-node-11,False,True,22,2025-06-10
f8b1a418-b38e-4e1b-8c3a-39a607d966cb,2025-06-10 05:55:09.473161,user_048,Layout,review,failed,4324.56,render-node-18,False,True,5,2025-06-10
ca738536-a18a-46ae-bc4e-e9e009232e90,2025-06-11 17:49:09.473172,user_018,Layout,publish,failed,1110.68,render-node-16,False,True,17,2025-06-11
da8b9aa2-5f6c-4eb6-8581-248526deb045,2025-06-16 00:20:09.473183,user_036,Layout,upload,queued,2772.19,render-node-19,False,False,0,2025-06-16
54a22375-cb42-4c1a-bc33-3e05c8ac07e6,2025-06-14 16:25:09.473195,user_004,Animation,render,queued,4410.47,render-node-10,False,False,16,2025-06-14
dd155013-4ade-44f8-8b53-e9b4c7f262ab,2025-06-13 20:41:09.473206,user_027,Animation,render,completed,2659.67,render-node-12,False,False,20,2025-06-13
aea6bdc9-4bda-4a33-b642-e2a56f20cc5d,2025-06-10 02:58:09.473217,user_036,Animation,review,completed,3714.17,render-node-17,False,False,2,2025-06-10
fb92ac1e-1dd4-4bc8-aeea-eb1d758a8d1c,2025-06-14 00:47:09.473227,user_001,FX,review,queued,378.46,render-node-15,False,False,0,2025-06-14
a9aa0358-1602-4ebc-859e-3852530dddb0,2025-06-11 12:32:09.473238,user_004,Rendering,publish,failed,4975.96,render-node-11,False,True,12,2025-06-11
da89ea58-82e6-4ed9-aa3e-6025ceeb04de,2025-06-14 20:07:09.473249,user_012,Animation,review,completed,2244.83,render-node-18,False,False,20,2025-06-14
44196cc9-8a9b-49bd-9910-6fabf0fe99b6,2025-06-11 02:59:09.473260,user_012,Layout,upload,failed,4115.11,render-node-15,False,True,2,2025-06-11
c7035603-7587-4d1c-a12c-aaa4a382c2e1,2025-06-10 04:41:09.473271,user_042,FX,publish,in_progress,3368.37,render-node-11,False,False,4,2025-06-10
f7129fe5-61d4-4e82-b9e9-d480e3302188,2025-06-13 03:24:09.473282,user_029,Layout,publish,queued,3170.49,render-node-7,False,False,3,2025-06-13
99e6a61d-2b37-4e7f-a561-caf81ff9efe7,2025-06-10 14:37:09.473293,user_023,Layout,render,queued,4077.06,render-node-11,False,False,14,2025-06-10
705a5e1f-f37a-4923-8c74-8e3c34cc7367,2025-06-15 02:01:09.473303,user_025,Rendering,upload,queued,346.01,render-node-9,False,False,2,2025-06-15
fbc0be7a-da00-4951-98a4-33143be57a0f,2025-06-13 20:45:09.473314,user_025,FX,publish,failed,4628.25,render-node-6,False,True,20,2025-06-13
11934310-62bb-4025-9b9e-539510e10983,2025-06-13 16:01:09.473325,user_021,Rigging,publish,failed,519.21,render-node-13,False,True,16,2025-06-13
eeb8cfb7-27c3-4fa7-920b-29e3879bb49c,2025-06-15 23:27:09.473336,user_027,Compositing,publish,completed,2902.24,render-node-5,False,False,23,2025-06-15
793b78ae-9f41-4ae7-b755-f9353be02678,2025-06-10 16:25:09.473346,user_014,Animation,simulation,queued,3396.2,render-node-11,False,False,16,2025-06-10
945194bf-b7ca-41f4-bdbe-bb381a0ad3c0,2025-06-12 09:37:09.473357,user_001,Rendering,publish,in_progress,623.34,render-node-1,False,False,9,2025-06-12
cd2f7a8a-5f82-41af-9a05-4539a341ef4a,2025-06-12 18:17:09.473368,user_021,FX,publish,queued,3725.0,render-node-8,False,False,18,2025-06-12
752cfdeb-1fea-469e-a0b0-3f6a2c7769e9,2025-06-11 23:47:09.473379,user_014,Animation,render,failed,3188.92,render-node-6,False,True,23,2025-06-11
b8b6b2b9-5c8a-4275-8d60-1d78e9beb88f,2025-06-10 12:25:09.473391,user_018,FX,publish,failed,1140.35,render-node-13,False,True,12,2025-06-10
a4876c1f-f173-4dbc-ad97-704c5d17813a,2025-06-12 11:22:09.473402,user_045,FX,render,failed,361.68,render-node-10,False,True,11,2025-06-12
bff68a3d-4a22-4216-9393-452fdc7e9855,2025-06-10 04:00:09.473416,user_045,FX,render,queued,499.38,render-node-7,False,False,4,2025-06-10
8575f9f0-7376-413e-97eb-53f5696ccf66,2025-06-16 05:27:09.473427,user_019,Rigging,review,completed,3878.86,render-node-13,False,False,5,2025-06-16
4e29d337-a336-4231-970c-0efa1a75f3a8,2025-06-10 18:26:09.473438,user_049,Rigging,upload,failed,3614.93,render-node-14,False,True,18,2025-06-10
629b4d78-dd78-40f5-a2a1-81311fbdc6ed,2025-06-10 12:56:09.473449,user_022,Modeling,upload,failed,3505.44,render-node-19,False,True,12,2025-06-10
9a73f555-7c65-4748-af4a-41d6242539b3,2025-06-10 23:33:09.473460,user_018,Compositing,review,queued,1908.36,render-node-17,False,False,23,2025-06-10
ed5bde8b-06bf-4832-84bb-a3c5236d6edf,2025-06-13 21:47:09.473471,user_050,Rigging,review,in_progress,2972.6,render-node-14,False,False,21,2025-06-13
ea318f24-02ab-43ad-afa0-52c5434d1e5b,2025-06-13 07:03:09.473482,user_022,Lighting,upload,in_progress,2508.03,render-node-12,False,False,7,2025-06-13
f8a238e8-d83b-411e-9f0d-498a02770a28,2025-06-11 06:57:09.473493,user_015,Rigging,simulation,failed,1293.78,render-node-8,False,True,6,2025-06-11
c4b008c0-0380-424d-ac17-9ee3c5ce191a,2025-06-15 18:46:09.473518,user_041,Modeling,upload,failed,3701.3,render-node-16,False,True,18,2025-06-15
0979d4de-3a8c-4dd9-ac60-9176a13da7fc,2025-06-15 12:07:09.473530,user_041,Lighting,upload,completed,2289.41,render-node-18,False,False,12,2025-06-15
2b4a554c-9f26-45b5-8320-b23ccfa7be77,2025-06-13 21:15:09.473541,user_034,Lighting,render,failed,4971.12,render-node-4,False,True,21,2025-06-13
a1edf8ff-405b-4cdb-9fb0-6ebffcb2fcb2,2025-06-12 01:21:09.473552,user_043,Rigging,render,completed,2571.06,render-node-2,False,False,1,2025-06-12
8c77664e-1c4b-4238-bced-276318606768,2025-06-12 04:57:09.473591,user_036,Rendering,review,queued,3836.66,render-node-5,False,False,4,2025-06-12
,2025-06-10 12:37:09.473609,user_045,Compositing,simulation,queued,1422.27,render-node-20,False,False,12,2025-06-10
65b2939a-ed5f-49f1-9093-452aeac4f8aa,2025-06-14 22:16:09.473623,user_021,FX,render,in_progress,4560.03,render-node-8,False,False,22,2025-06-14
53a2a2ee-b56e-4f98-a357-16af93aec735,2025-06-15 19:28:09.473634,user_049,Layout,review,completed,3270.25,render-node-20,False,False,19,2025-06-15
ebd83b0f-0741-44b6-b228-f409c0b02b62,2025-06-13 04:56:09.473646,user_039,Compositing,upload,queued,1944.91,render-node-3,False,False,4,2025-06-13
14f12c9d-6b37-47d5-a9e6-820246281f34,2025-06-13 12:01:09.473670,user_025,Lighting,publish,failed,1816.22,render-node-15,False,True,12,2025-06-13
db8585c9-8064-440f-84a1-7083c40be263,2025-06-09 23:08:09.473681,user_028,FX,upload,queued,3844.23,render-node-4,False,False,23,2025-06-09
9f330c5a-8d67-4eca-8874-9adff12c0530,2025-06-16 09:47:09.473692,user_035,Layout,simulation,completed,3968.77,render-node-17,False,False,9,2025-06-16
e65cfa89-5421-4965-ab68-500356d2db9f,2025-06-11 07:39:09.473703,user_025,Compositing,upload,in_progress,1364.95,render-node-13,False,False,7,2025-06-11
deb31f70-9214-4e87-9222-a4db2107a5a1,2025-06-14 20:18:09.473714,user_047,Modeling,review,in_progress,1813.41,render-node-9,False,False,20,2025-06-14
a77fa55f-3e35-429f-9e2e-24032ce6abf2,2025-06-13 04:16:09.473725,user_036,Layout,upload,queued,318.24,render-node-16,False,False,4,2025-06-13
63e0fd58-3244-4650-8c7a-f98683398da2,2025-06-15 20:11:09.473736,user_035,Rigging,render,completed,2063.61,render-node-5,False,False,20,2025-06-15
c1f6b8e7-adc6-45e3-af67-87ce7d3148c4,2025-06-10 16:12:09.473753,user_015,Animation,simulation,failed,4068.98,render-node-4,False,True,16,2025-06-10
78c9241d-8459-49ef-8afd-b71c93df78ea,2025-06-09 22:05:09.473764,user_006,Compositing,publish,completed,3073.47,render-node-11,False,False,22,2025-06-09
4ae5fedb-ce71-4d9c-b42b-683df4c6999f,2025-06-15 19:13:09.473775,user_009,FX,publish,queued,4909.7,render-node-9,False,False,19,2025-06-15
d6630a92-1185-4ac7-ae59-0c2cd1df0347,2025-06-16 00:08:09.473787,user_016,Rendering,simulation,in_progress,2606.31,render-node-19,False,False,0,2025-06-16
663078e5-5920-472d-b458-defdacbcf425,2025-06-15 10:03:09.473798,user_028,Rigging,publish,completed,1171.92,render-node-4,False,False,10,2025-06-15
24f55334-ff04-4077-b855-93c37d6e8052,2025-06-10 11:09:09.473809,user_028,Modeling,upload,in_progress,2313.86,render-node-5,False,False,11,2025-06-10
10796989-b636-4ef3-80e9-a9694e4932d5,2025-06-10 04:02:09.473821,user_014,Layout,review,in_progress,2210.77,render-node-2,False,False,4,2025-06-10
08e9c2b6-224e-4cd3-92ec-4fa14da38cd9,2025-06-14 08:33:09.473832,user_012,Rigging,render,failed,2714.46,render-node-13,False,True,8,2025-06-14
34d6107c-cc6d-4ad1-a22f-2a82d930a4bb,2025-06-10 11:39:09.473842,user_002,Animation,upload,completed,1126.25,render-node-19,False,False,11,2025-06-10
9d3693ee-1454-4531-9821-0d449a574974,2025-06-15 01:50:09.473853,user_030,Rigging,upload,queued,950.3,render-node-12,False,False,1,2025-06-15
70e3a7cf-3ed3-4e92-95d8-74a710086975,2025-06-11 13:48:09.473864,user_029,Animation,upload,queued,3547.99,render-node-13,False,False,13,2025-06-11
23a6d8a6-f4e9-4f41-a0c5-c36cc8494a87,2025-06-15 08:27:09.473874,user_047,FX,render,completed,4568.78,render-node-1,False,False,8,2025-06-15
3531dc74-5c7b-4170-ae96-fbda542cd404,2025-06-13 15:03:09.473885,user_037,FX,review,failed,4148.45,render-node-11,False,True,15,2025-06-13
a82377e6-81a6-43ea-9cad-c0760e78e7cf,2025-06-15 08:34:09.473895,user_009,Modeling,publish,in_progress,2550.14,render-node-15,False,False,8,2025-06-15
1e233e48-7526-4161-b3c8-ad4665a15c2e,2025-06-11 16:20:09.473906,user_042,FX,upload,queued,960.47,render-node-7,False,False,16,2025-06-11
3b4bf4e6-eb89-40bb-9a0e-30b35a95b934,2025-06-14 19:49:09.473929,user_006,Rigging,upload,failed,4422.07,render-node-8,False,True,19,2025-06-14
a250d5f0-c8f9-4123-a9cb-77399a27332d,2025-06-14 23:19:09.473940,user_036,Animation,render,failed,2715.44,render-node-4,False,True,23,2025-06-14
d9b45b14-d3d8-4ce6-afda-6220f83b759c,2025-06-14 15:01:09.473951,user_018,FX,simulation,in_progress,2632.62,render-node-8,False,False,15,2025-06-14
32b5d542-50a3-4f65-b11b-d7c17cb23c60,2025-06-16 12:30:09.473961,user_046,Rendering,review,in_progress,2708.4,render-node-18,False,False,12,2025-06-16
0b6b9f03-3b23-4984-b436-277ea12079af,2025-06-13 04:50:09.473972,user_037,Modeling,simulation,completed,1136.37,render-node-15,False,False,4,2025-06-13
0e548ae5-06ff-4338-9235-628e2f690f70,2025-06-10 05:14:09.473983,user_016,Compositing,review,in_progress,3393.61,render-node-4,False,False,5,2025-06-10
99463ba1-c034-455c-959c-453a292f4029,2025-06-13 02:19:09.473994,user_014,Animation,simulation,in_progress,4948.24,render-node-7,False,False,2,2025-06-13
94846c47-be54-482a-a981-73cc93314622,2025-06-14 23:35:09.474019,user_030,Rigging,render,queued,1252.71,render-node-5,False,False,23,2025-06-14
47f7887b-38fb-415d-b442-c659671d9cc4,2025-06-13 12:11:09.474030,user_024,Layout,simulation,in_progress,1884.54,render-node-2,False,False,12,2025-06-13
12d777b7-ec56-4d33-893c-aaa41bd004a9,2025-06-12 13:17:09.474041,user_006,FX,publish,queued,1798.27,render-node-8,False,False,13,2025-06-12
7de75ecb-439c-4daa-8949-f2314366cbb2,2025-06-15 11:28:09.474051,user_005,Lighting,publish,queued,4432.22,render-node-8,False,False,11,2025-06-15
6380f632-9c17-47a3-8473-9a5d967e6709,2025-06-12 18:20:09.474063,user_038,Modeling,render,completed,407.16,render-node-9,False,False,18,2025-06-12
8f4d12ba-69fd-4a39-a476-e192f95094f4,2025-06-12 23:02:09.474073,user_020,Modeling,review,completed,1709.96,render-node-14,False,False,23,2025-06-12
45274d0f-a535-41b5-a09f-ea93980502f6,2025-06-11 22:16:09.474084,user_031,FX,upload,failed,1038.31,render-node-3,False,True,22,2025-06-11
0f34d73b-3e30-4c4d-85ef-d6d621aab745,2025-06-11 08:04:09.474095,user_038,Layout,review,failed,4191.77,render-node-9,False,True,8,2025-06-11
a38263d9-9ff0-4090-b115-0e7b65b717dc,2025-06-10 18:32:09.474106,user_041,Rendering,simulation,in_progress,787.36,render-node-5,False,False,18,2025-06-10
e27f4632-aa47-4092-a2ce-d4067b168330,2025-06-14 04:33:09.474117,user_043,Compositing,review,completed,4316.46,render-node-7,False,False,4,2025-06-14
a9c923e6-bd41-4487-8653-06d7f6a96530,2025-06-16 10:19:09.474129,user_002,Lighting,simulation,queued,2660.53,render-node-12,False,False,10,2025-06-16
c03f5f0d-6448-4d39-87e5-62a566ac5e21,2025-06-14 06:56:09.474140,user_003,FX,publish,completed,3190.64,render-node-12,False,False,6,2025-06-14
7d4c1d84-b718-445a-bbd2-9238cf377f06,2025-06-10 21:49:09.474151,user_029,Layout,publish,failed,2223.6,render-node-19,False,True,21,2025-06-10
9967e98f-0d26-496a-ae65-be4e2cab8275,2025-06-11 05:19:09.474174,user_012,Lighting,simulation,failed,40.14,render-node-20,False,True,5,2025-06-11
4c37b871-f141-4d59-b4de-a117042965bb,2025-06-11 21:12:09.474184,user_012,Animation,upload,failed,825.99,render-node-2,False,True,21,2025-06-11
fee3ad33-94f3-4753-9e2e-f84803b7ab68,2025-06-14 13:31:09.474195,user_027,Modeling,render,queued,2471.54,render-node-14,False,False,13,2025-06-14
319534fc-592d-4639-8e67-66449ba63a38,2025-06-10 14:47:09.474206,user_026,Compositing,render,in_progress,3293.31,render-node-18,False,False,14,2025-06-10
65ff3f28-a879-4858-90f2-a1f25bb01fd1,2025-06-14 19:45:09.474216,user_041,Rendering,review,queued,4158.77,render-node-1,False,False,19,2025-06-14
45de2571-44b9-4b50-b4e5-1d1e81b02878,2025-06-11 06:57:09.474227,user_028,Compositing,publish,queued,1381.05,render-node-20,False,False,6,2025-06-11
988d41db-4608-43ba-8fc7-aa9008c0777e,2025-06-12 03:47:09.474238,user_024,Compositing,simulation,in_progress,1141.19,render-node-5,False,False,3,2025-06-12
d298c678-6e63-4bbb-a8f8-35b7a347117d,2025-06-16 11:09:09.474261,user_008,FX,upload,completed,4265.39,render-node-6,False,False,11,2025-06-16
7eb8c7a3-fbac-48ea-b2fb-77b61e713d2b,2025-06-11 21:10:09.474271,user_009,FX,simulation,failed,3614.17,render-node-17,False,True,21,2025-06-11
ee81fd8a-58d3-4e47-ac3b-7c97218b224a,2025-06-10 20:28:09.474282,user_035,Layout,simulation,failed,4459.11,render-node-10,False,True,20,2025-06-10
129541d3-9908-4464-92ab-83ea2e56fad0,2025-06-12 08:34:09.474293,user_001,Compositing,render,failed,462.49,render-node-5,False,True,8,2025-06-12
4dac0a18-5dd3-4c45-b79f-42c52efac1eb,2025-06-16 04:41:09.474304,user_014,Layout,upload,in_progress,1529.87,render-node-15,False,False,4,2025-06-16
df697a59-ed62-4b50-a02d-995bebf58137,2025-06-14 04:21:09.474327,user_021,Animation,render,in_progress,497.85,render-node-10,False,False,4,2025-06-14
e0ea75a6-18c6-43ac-8b0f-be66bbe21939,2025-06-11 20:43:09.474337,user_048,Rigging,render,queued,1327.49,render-node-16,False,False,20,2025-06-11
cce326da-605c-483c-aa0b-2b7ea21cd574,2025-06-12 21:33:09.474348,user_045,Compositing,simulation,in_progress,4777.68,render-node-16,False,False,21,2025-06-12
9280591a-c678-42a8-bd04-81b76cad492e,2025-06-10 13:51:09.474359,user_011,Modeling,simulation,in_progress,327.66,render-node-5,False,False,13,2025-06-10
1337814d-082f-4680-9cf7-422186f8710b,2025-06-16 13:16:09.474369,user_044,Modeling,publish,queued,3398.91,render-node-3,False,False,13,2025-06-16
d3186682-379e-4306-b6ce-9119485be972,2025-06-15 00:20:09.474380,user_009,Modeling,upload,failed,490.0,render-node-13,False,True,0,2025-06-15
ab54db60-9d8b-48f7-a987-4bc8dcb0baa8,2025-06-12 08:30:09.474391,user_044,Lighting,render,completed,4790.77,render-node-8,False,False,8,2025-06-12
4f5c61cd-b7e1-4812-b9c8-239df69c9551,2025-06-12 10:43:09.474401,user_018,Rigging,review,completed,3036.26,render-node-18,False,False,10,2025-06-12
7e6c54d8-4e5c-4dcc-a076-75b73c8eb58f,2025-06-11 05:03:09.474413,user_028,Compositing,render,failed,1625.04,render-node-12,False,True,5,2025-06-11
